Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Gym Distance,Gym Duration,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
SingleFamily,4,5.0,4651,12200,"$4,500,000",5780 Rutgers Rd,LA JOLLA,CA,32.82013,-117.255139,1.707465622431639,2.8 mi,10 mins,1962,01/30/2019,-23328,05/23/2017,1750000,3815266,2019-01-31,16856626,https://www.zillow.com/homedetails/5780-Rutgers-Rd-La-Jolla-CA-92037/16856626_zpid/
Condominium,2,2.0,2444,,"$4,500,000",939 Coast Blvd UNIT 8A,LA JOLLA,CA,32.847897,-117.276197,0.04458565507616085,0.3 mi,2 mins,1966,01/30/2019,71433,11/19/2003,2200000,3686121,2019-01-31,16847706,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-8A-La-Jolla-CA-92037/16847706_zpid/
SingleFamily,7,10.0,6900,,"$4,695,000",7740 Eads Ave,La Jolla,CA,32.84373,-117.276502,0.1660858033640886,0.2 mi,1 min,2003,01/30/2019,113553,03/29/2015,1500000,6090245,2019-01-31,2144458336,https://www.zillow.com/homedetails/7740-Eads-Ave-La-Jolla-CA-92037/2144458336_zpid/
SingleFamily,7,5.0,7654,10890,"$4,750,000",5751 Chelsea Ave,LA JOLLA,CA,32.816484,-117.27198,1.1550372589300857,2.5 mi,9 mins,2003,01/30/2019,-162553,11/12/1998,715000,4998165,2019-01-31,16855430,https://www.zillow.com/homedetails/5751-Chelsea-Ave-La-Jolla-CA-92037/16855430_zpid/
SingleFamily,3,3.0,3056,21780,"$4,750,000",8258 Prestwick Dr,LA JOLLA,CA,32.856446,-117.247597,0.8951125645939493,2.6 mi,10 mins,1965,01/30/2019,-2216846,,,3661757,2019-01-31,16838860,https://www.zillow.com/homedetails/8258-Prestwick-Dr-La-Jolla-CA-92037/16838860_zpid/
SingleFamily,5,6.0,4215,19166,"$4,750,000",7712 Hillside Dr,LA JOLLA,CA,32.847352,-117.259978,0.28055380444013983,1.2 mi,5 mins,1990,01/30/2019,-35518,03/12/2014,3545000,4646302,2019-01-31,16848287,https://www.zillow.com/homedetails/7712-Hillside-Dr-La-Jolla-CA-92037/16848287_zpid/
SingleFamily,4,4.0,4985,39204,"$4,850,000",2480 Hidden Valley Rd,LA JOLLA,CA,32.848692,-117.251526,0.6431191836000069,1.7 mi,7 mins,2004,01/30/2019,19769,,,4603297,2019-01-31,16851314,https://www.zillow.com/homedetails/2480-Hidden-Valley-Rd-La-Jolla-CA-92037/16851314_zpid/
Miscellaneous,3,4.0,2596,5749,"$4,888,000",6611 Neptune Pl,LA JOLLA,CA,32.827292,-117.279502,0.29185439474400704,1.6 mi,7 mins,1981,01/30/2019,,,,4157044,2019-01-31,16850329,https://www.zillow.com/homedetails/6611-Neptune-Pl-La-Jolla-CA-92037/16850329_zpid/
SingleFamily,7,6.0,5966,10890,"$4,895,000",6230 Calle Majorca,LA JOLLA,CA,32.827585,-117.260282,1.2532034376697259,2.1 mi,9 mins,2006,01/30/2019,-34588,02/04/2007,4950000,4924651,2019-01-31,16851760,https://www.zillow.com/homedetails/6230-Calle-Majorca-La-Jolla-CA-92037/16851760_zpid/
SingleFamily,4,4.0,3732,7501,"$4,900,000",8217 El Paseo Grande,LA JOLLA,CA,32.855621,-117.255265,0.47179137424431705,1.7 mi,7 mins,1990,01/30/2019,-103117,,,4929618,2019-01-31,16838794,https://www.zillow.com/homedetails/8217-El-Paseo-Grande-La-Jolla-CA-92037/16838794_zpid/
VacantResidentialLand,,,,73180,"$5,000,000",Country Club Dr LOT 10,La Jolla,CA,32.8444,-117.2537,0.6979094062349557,1.9 mi,8 mins,,01/01/1970,,,,,2019-01-31,2086716940,https://www.zillow.com/homedetails/Country-Club-Dr-LOT-10-La-Jolla-CA-92037/2086716940_zpid/
SingleFamily,7,8.0,6238,21780,"$5,200,000",2151 Calle Guaymas,LA JOLLA,CA,32.825623,-117.248079,1.8948933038850821,2.9 mi,9 mins,2002,01/30/2019,-50490,03/29/2011,2850000,4995405,2019-01-31,16857739,https://www.zillow.com/homedetails/2151-Calle-Guaymas-La-Jolla-CA-92037/16857739_zpid/
SingleFamily,3,5.0,4232,7501,"$5,300,000",225 Fern Glen,LA JOLLA,CA,32.833238,-117.280869,0.08099768021963112,1.2 mi,5 mins,2006,01/30/2019,-347340,,,5184567,2019-01-31,72108698,https://www.zillow.com/homedetails/225-Fern-Glen-La-Jolla-CA-92037/72108698_zpid/
SingleFamily,4,2.0,1983,9147,"$5,400,000",411 Sea Ridge Dr,LA JOLLA,CA,32.808225,-117.265757,1.829495357007927,3.0 mi,10 mins,1956,01/30/2019,100628,,,6336166,2019-01-31,16907601,https://www.zillow.com/homedetails/411-Sea-Ridge-Dr-La-Jolla-CA-92037/16907601_zpid/
SingleFamily,5,7.0,6246,10890,"$5,500,000",7411 Hillside Dr,LA JOLLA,CA,32.844323,-117.255122,0.6312731875053128,1.8 mi,8 mins,1993,01/30/2019,-24076,01/25/2007,5400000,5277227,2019-01-31,16851379,https://www.zillow.com/homedetails/7411-Hillside-Dr-La-Jolla-CA-92037/16851379_zpid/
CondominiumCondominium,22,2.53.0,30643064,,"$5,550,000",1020 Prospect St UNIT 202 1020 Prospect St UNIT 202,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/30/201901/30/2019,30675535537,,,54451515491702,2019-01-31,2501945122093309310,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/250194512_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/2093309310_zpid/
