Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
SingleFamily,3,2,1429,7501,"$1,749,999 ",5661 Beaumont Ave,LA JOLLA,CA,32.815579,-117.268085,1.328385191,1946,1/20/2019,-23694,6/18/2007,1425000,1723749,1/21/2019,16855688,https://www.zillow.com/homedetails/5661-Beaumont-Ave-La-Jolla-CA-92037/16855688_zpid/
SingleFamily,7,4,2450,7501,"$1,750,000 ",1164 Turquoise St,SAN DIEGO,CA,32.81044,-117.252353,2.215328969,1965,1/20/2019,-21173,8/29/1995,195000,1767094,1/21/2019,16908045,https://www.zillow.com/homedetails/1164-Turquoise-St-San-Diego-CA-92109/16908045_zpid/
SingleFamily,4,2,2292,11761,"$1,795,000 ",1006 Newkirk Dr,LA JOLLA,CA,32.825021,-117.268232,0.877176444,1955,1/20/2019,-139820,,,2005705,1/21/2019,16854818,https://www.zillow.com/homedetails/1006-Newkirk-Dr-La-Jolla-CA-92037/16854818_zpid/
Condominium,2,2,1348,30866,"$1,795,000 ",333 Coast Blvd UNIT 9,LA JOLLA,CA,32.841315,-117.280688,0.066944201,1986,1/20/2019,-72555,7/27/2017,1400000,1670178,1/21/2019,16848588,https://www.zillow.com/homedetails/333-Coast-Blvd-UNIT-9-La-Jolla-CA-92037/16848588_zpid/
SingleFamily,3,3,2469,3998,"$1,798,000 ",7090 Caminito La Benera,LA JOLLA,CA,32.836987,-117.25171,1.124909147,1977,1/20/2019,-35932,8/25/2008,1468000,1735472,1/21/2019,83122212,https://www.zillow.com/homedetails/7090-Caminito-La-Benera-La-Jolla-CA-92037/83122212_zpid/
SingleFamily,3,3,1548,3998,"$1,849,000 ",8018 La Jolla Shores Dr,La Jolla,CA,32.852699,-117.253964,0.469673796,2018,1/20/2019,-50322,,,1821715,1/21/2019,2088006073,https://www.zillow.com/homedetails/8018-La-Jolla-Shores-Dr-La-Jolla-CA-92037/2088006073_zpid/
SingleFamily,4,3,2076,3998,"$1,850,000 ",6658 Draper Ave,LA JOLLA,CA,32.829521,-117.273443,0.478158404,1999,1/20/2019,-40682,7/18/2014,1285000,1810554,1/21/2019,16850420,https://www.zillow.com/homedetails/6658-Draper-Ave-La-Jolla-CA-92037/16850420_zpid/
SingleFamily,4,6,3303,10572,"$1,899,000 ",2518 Caminito La Paz,LA JOLLA,CA,32.846818,-117.245767,1.001512655,1972,1/20/2019,9652,11/15/2017,1570000,1818860,1/21/2019,16839631,https://www.zillow.com/homedetails/2518-Caminito-La-Paz-La-Jolla-CA-92037/16839631_zpid/
Condominium,3,4,2287,7501,"$1,950,000 ",1225 Roslyn Ln,LA JOLLA,CA,32.848228,-117.271731,0.163893484,1965,1/20/2019,41771,8/18/1998,315000,2061983,1/21/2019,16847996,https://www.zillow.com/homedetails/1225-Roslyn-Ln-La-Jolla-CA-92037/16847996_zpid/
SingleFamily,3,2,2125,10890,"$1,965,000 ",926 La Jolla Rancho Rd,LA JOLLA,CA,32.820321,-117.264486,1.238003404,1972,1/20/2019,-24301,11/30/1999,770000,1917745,1/21/2019,16855327,https://www.zillow.com/homedetails/926-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855327_zpid/
SingleFamily,2,4,1588,21780,"$1,995,000 ",7595 Hillside Dr,LA JOLLA,CA,32.845832,-117.256209,0.522292588,1953,1/20/2019,,3/27/2015,1000000,2038320,1/21/2019,16851373,https://www.zillow.com/homedetails/7595-Hillside-Dr-La-Jolla-CA-92037/16851373_zpid/
VacantResidentialLand,,,,34412,"$1,995,000 ",7595 Hillside Dr LOT 0,La Jolla,CA,32.845807,-117.256103,0.528504485,,1/1/1970,,,,,1/21/2019,2088946995,https://www.zillow.com/homedetails/7595-Hillside-Dr-LOT-0-La-Jolla-CA-92037/2088946995_zpid/
SingleFamily,2,2,1920,7501,"$1,995,000 ",7570 Caminito Avola,LA JOLLA,CA,32.846534,-117.254658,0.558345909,1970,1/20/2019,-6350,9/19/2005,1561000,1908738,1/21/2019,52514269,https://www.zillow.com/homedetails/7570-Caminito-Avola-La-Jolla-CA-92037/52514269_zpid/
SingleFamily,4,4,3379,5662,"$1,998,000 ",778 La Canada St,LA JOLLA,CA,32.821916,-117.267573,1.028862995,1990,1/20/2019,6990,6/5/1996,805000,2522825,1/21/2019,16854794,https://www.zillow.com/homedetails/778-La-Canada-St-La-Jolla-CA-92037/16854794_zpid/
SingleFamily,3,4,1763,3998,"$1,998,800 ",8014 La Jolla Shores Dr,La Jolla,CA,32.852671,-117.253966,0.469299411,2018,1/20/2019,-92096,,,1913742,1/21/2019,2087521785,https://www.zillow.com/homedetails/8014-La-Jolla-Shores-Dr-La-Jolla-CA-92037/2087521785_zpid/
SingleFamily,3,4,2678,,"$1,999,000 ",758 Bonair St,La Jolla,CA,32.831609,-117.272523,0.518241549,2015,1/20/2019,-41542,5/8/2015,1675000,2051727,1/21/2019,145640921,https://www.zillow.com/homedetails/758-Bonair-St-La-Jolla-CA-92037/145640921_zpid/
SingleFamily,4,3,2276,10890,"$1,999,999 ",5403 Beaumont Ave,LA JOLLA,CA,32.811841,-117.264285,1.667149895,1904,1/20/2019,-28041,,,1976026,1/21/2019,16856176,https://www.zillow.com/homedetails/5403-Beaumont-Ave-La-Jolla-CA-92037/16856176_zpid/
SingleFamily,4,4,2420,10890,"$1,999,999 ",1713 Calle De Andluca,LA JOLLA,CA,32.820805,-117.245329,2.215891997,1975,1/20/2019,47886,7/20/2018,1614744,1738404,1/21/2019,16857915,https://www.zillow.com/homedetails/1713-Calle-De-Andluca-La-Jolla-CA-92037/16857915_zpid/
SingleFamily,5,3,3859,9147,"$2,098,000 ",5590 Coral Reef Ave,LA JOLLA,CA,32.820005,-117.237809,2.546694873,1991,1/20/2019,-610,,,2050890,1/21/2019,16857554,https://www.zillow.com/homedetails/5590-Coral-Reef-Ave-La-Jolla-CA-92037/16857554_zpid/
SingleFamily,4,4,3324,19998,"$2,099,000 ",1604 El Paso Real,LA JOLLA,CA,32.830765,-117.258738,1.318136414,1972,1/20/2019,-129011,9/19/2018,1700000,2131172,1/21/2019,16851386,https://www.zillow.com/homedetails/1604-El-Paso-Real-La-Jolla-CA-92037/16851386_zpid/
SingleFamily,3,2,1429,7501,"$2,125,000 ",552 Rushville St,LA JOLLA,CA,32.834896,-117.276347,0.30570942,1928,1/20/2019,49282,6/30/2017,1795000,1922938,1/21/2019,16849498,https://www.zillow.com/homedetails/552-Rushville-St-La-Jolla-CA-92037/16849498_zpid/
SingleFamily,6,4,3225,7501,"$2,150,000 ",930 Archer St,SAN DIEGO,CA,32.811304,-117.257476,1.955453886,2014,1/20/2019,-14875,7/21/2014,1665000,2146835,1/21/2019,16907744,https://www.zillow.com/homedetails/930-Archer-St-San-Diego-CA-92109/16907744_zpid/
Condominium,2,2,1245,12792,"$2,150,000 ",2120 Vallecitos UNIT 104,LA JOLLA,CA,32.855373,-117.256919,0.384895339,1990,1/20/2019,-7893,8/25/2000,599500,1366562,1/21/2019,52513882,https://www.zillow.com/homedetails/2120-Vallecitos-UNIT-104-La-Jolla-CA-92037/52513882_zpid/
SingleFamily,3,4,2200,40075,"$2,150,000 ",7901 Avenida Kirjah,LA JOLLA,CA,32.849863,-117.237242,1.442047256,1977,1/20/2019,-18593,6/26/2017,1550000,1644986,1/21/2019,16841827,https://www.zillow.com/homedetails/7901-Avenida-Kirjah-La-Jolla-CA-92037/16841827_zpid/
SingleFamily,4,3,2350,3998,"$2,195,000 ",7164 Eads Ave,LA JOLLA,CA,32.835749,-117.273921,0.446917989,2002,1/20/2019,-76460,7/26/2004,1190000,2084193,1/21/2019,59310453,https://www.zillow.com/homedetails/7164-Eads-Ave-La-Jolla-CA-92037/59310453_zpid/
Townhouse,3,3,2000,,"$2,195,000 ",654 Rosemont St,La Jolla,CA,32.828645,-117.273162,0.511545163,2015,1/20/2019,-22201,7/28/2016,11373,1859179,1/21/2019,2098505967,https://www.zillow.com/homedetails/654-Rosemont-St-La-Jolla-CA-92037/2098505967_zpid/
Townhouse,3,3,2000,,"$2,195,000 ",656 Draper Ave,La Jolla,CA,32.870044,-117.249522,1.454829468,2015,1/20/2019,-1704,,,1084771,1/21/2019,2087528197,https://www.zillow.com/homedetails/656-Draper-Ave-La-Jolla-CA-92037/2087528197_zpid/
SingleFamily,3,2,1820,8297,"$2,197,500 ",765 Genter St,LA JOLLA,CA,32.836638,-117.274116,0.439648133,1939,1/20/2019,37148,,,1765802,1/21/2019,16849548,https://www.zillow.com/homedetails/765-Genter-St-La-Jolla-CA-92037/16849548_zpid/
Townhouse,3,3,2298,281872,"$2,199,000 ",7851 Caminito El Rosario,LA JOLLA,CA,32.850481,-117.248756,0.772804572,1973,1/20/2019,318902,10/31/2017,1085000,1847953,1/21/2019,16839614,https://www.zillow.com/homedetails/7851-Caminito-El-Rosario-La-Jolla-CA-92037/16839614_zpid/
SingleFamily,4,4,2973,12400,"$2,249,000 ",5701 Skylark Pl,LA JOLLA,CA,32.818534,-117.261914,1.431662087,2001,1/20/2019,82343,4/18/2018,2150000,2333097,1/21/2019,16855563,https://www.zillow.com/homedetails/5701-Skylark-Pl-La-Jolla-CA-92037/16855563_zpid/
SingleFamily,4,3,3409,12900,"$2,249,000 ",2875 Sugarman Way,LA JOLLA,CA,32.862447,-117.241256,1.410971819,1990,1/20/2019,-14290,8/19/2016,2125000,2408294,1/21/2019,16839894,https://www.zillow.com/homedetails/2875-Sugarman-Way-La-Jolla-CA-92037/16839894_zpid/
SingleFamily,6,5,2840,7501,"$2,250,000 ",5250 La Jolla Blvd,LA JOLLA,CA,32.808005,-117.263441,1.912718061,2010,1/20/2019,20053,,,2519607,1/21/2019,16907584,https://www.zillow.com/homedetails/5250-La-Jolla-Blvd-La-Jolla-CA-92037/16907584_zpid/
SingleFamily,4,3,2665,10890,"$2,250,000 ",6729 Avenida Andorra,LA JOLLA,CA,32.833367,-117.252327,1.308379839,1969,1/20/2019,-40967,12/9/1997,720000,2154758,1/21/2019,16851981,https://www.zillow.com/homedetails/6729-Avenida-Andorra-La-Jolla-CA-92037/16851981_zpid/
SingleFamily,4,3,3097,7501,"$2,250,000 ",7355 Caminito Bassano E,LA JOLLA,CA,32.84167,-117.254882,0.760850379,1980,1/20/2019,-23964,8/14/1984,482500,2168247,1/21/2019,16852240,https://www.zillow.com/homedetails/7355-Caminito-Bassano-E-La-Jolla-CA-92037/16852240_zpid/
