title,beds,bath,sqft,price,address,city,state,lat,lon,date scraped,id,url
Condo for sale,2,2,"1,245","$2,150,000 ",2120 Vallecitos UNIT 104,LA JOLLA,CA,32855373,-117256919,1/19/2019,52513882,https://www.zillow.com/homedetails/2120-Vallecitos-UNIT-104-La-Jolla-CA-92037/52513882_zpid/
Coming soon,3,3,"2,000","$2,195,000 ",654 Rosemont St,La Jolla,CA,32828645,-117273162,1/19/2019,2098505967,https://www.zillow.com/homedetails/654-Rosemont-St-La-Jolla-CA-92037/2098505967_zpid/
House for sale,4,3,"2,350","$2,195,000 ",7164 Eads Ave,LA JOLLA,CA,32835749,-117273921,1/19/2019,59310453,https://www.zillow.com/homedetails/7164-Eads-Ave-La-Jolla-CA-92037/59310453_zpid/
Coming soon,3,3,"2,000","$2,195,000 ",656 Draper Ave,La Jolla,CA,32870044,-117249522,1/19/2019,2087528197,https://www.zillow.com/homedetails/656-Draper-Ave-La-Jolla-CA-92037/2087528197_zpid/
For sale by owner,3,2,"1,820","$2,197,500 ",765 Genter St,LA JOLLA,CA,32836638,-117274116,1/19/2019,16849548,https://www.zillow.com/homedetails/765-Genter-St-La-Jolla-CA-92037/16849548_zpid/
Townhouse for sale,3,3,"2,298","$2,199,000 ",7851 Caminito El Rosario,LA JOLLA,CA,32850481,-117248756,1/19/2019,16839614,https://www.zillow.com/homedetails/7851-Caminito-El-Rosario-La-Jolla-CA-92037/16839614_zpid/
House for sale,4,4,"2,973","$2,249,000 ",5701 Skylark Pl,LA JOLLA,CA,32818534,-117261914,1/19/2019,16855563,https://www.zillow.com/homedetails/5701-Skylark-Pl-La-Jolla-CA-92037/16855563_zpid/
House for sale,4,3,"3,409","$2,249,000 ",2875 Sugarman Way,LA JOLLA,CA,32862447,-117241256,1/19/2019,16839894,https://www.zillow.com/homedetails/2875-Sugarman-Way-La-Jolla-CA-92037/16839894_zpid/
House for sale,6,5,"2,840","$2,250,000 ",5250 La Jolla Blvd,LA JOLLA,CA,32808005,-117263441,1/19/2019,16907584,https://www.zillow.com/homedetails/5250-La-Jolla-Blvd-La-Jolla-CA-92037/16907584_zpid/
House for sale,4,3,"2,665","$2,250,000 ",6729 Avenida Andorra,LA JOLLA,CA,32833367,-117252327,1/19/2019,16851981,https://www.zillow.com/homedetails/6729-Avenida-Andorra-La-Jolla-CA-92037/16851981_zpid/
House for sale,4,3,"3,097","$2,250,000 ",7355 Caminito Bassano E,LA JOLLA,CA,32841670,-117254882,1/19/2019,16852240,https://www.zillow.com/homedetails/7355-Caminito-Bassano-E-La-Jolla-CA-92037/16852240_zpid/
House for sale,3,3,"2,383","$2,250,000 ",2551 Via Viesta,LA JOLLA,CA,32844634,-117250121,1/19/2019,16851445,https://www.zillow.com/homedetails/2551-Via-Viesta-La-Jolla-CA-92037/16851445_zpid/
House for sale,3,3,"3,000","$2,275,000 ",6698 Caminito Hermitage,LA JOLLA,CA,32837714,-117241680,1/19/2019,16852574,https://www.zillow.com/homedetails/6698-Caminito-Hermitage-La-Jolla-CA-92037/16852574_zpid/
Condo for sale,3,2,"1,271","$2,280,000 ",245 Prospect St UNIT 3,LA JOLLA,CA,32840262,-117280047,1/19/2019,16848619,https://www.zillow.com/homedetails/245-Prospect-St-UNIT-3-La-Jolla-CA-92037/16848619_zpid/
House for sale,3,2,"1,280","$2,295,000 ",5641 Chelsea Ave,LA JOLLA,CA,32814540,-117270779,1/19/2019,16855639,https://www.zillow.com/homedetails/5641-Chelsea-Ave-La-Jolla-CA-92037/16855639_zpid/
House for sale,3,3,"1,870","$2,295,000 ",253 Kolmar St,La Jolla,CA,32827779,-117278642,1/19/2019,2087173857,https://www.zillow.com/homedetails/253-Kolmar-St-La-Jolla-CA-92037/2087173857_zpid/
House for sale,4,3,"2,942","$2,295,000 ",6275 Cardeno Dr,LA JOLLA,CA,32829411,-117246824,1/19/2019,16857665,https://www.zillow.com/homedetails/6275-Cardeno-Dr-La-Jolla-CA-92037/16857665_zpid/
Lot / Land for sale,,,0.77,"$2,350,000 ",2072 Via Casa Alta LOT 15,La Jolla,CA,32839933,-117251004,1/19/2019,2087132714,https://www.zillow.com/homedetails/2072-Via-Casa-Alta-LOT-15-La-Jolla-CA-92037/2087132714_zpid/
Lot / Land for sale,,,0.77,"$2,350,000 ",2072 Via Casa Alta # 15,La Jolla,CA,32839933,-117251004,1/19/2019,2087129963,https://www.zillow.com/homedetails/2072-Via-Casa-Alta-15-La-Jolla-CA-92037/2087129963_zpid/
House for sale,3,3,"3,534","$2,395,000 ",7224 Carrizo Dr,LA JOLLA,CA,32839198,-117259738,1/19/2019,16851547,https://www.zillow.com/homedetails/7224-Carrizo-Dr-La-Jolla-CA-92037/16851547_zpid/
Condo for sale,3,3,"2,312","$2,398,000 ",7603 Draper Ave,La Jolla,CA,32841424,-117276475,1/19/2019,250193800,https://www.zillow.com/homedetails/7603-Draper-Ave-La-Jolla-CA-92037/250193800_zpid/
House for sale,4,3,"3,060","$2,399,900 ",5711 Skylark Pl,LA JOLLA,CA,32818784,-117261860,1/19/2019,16855562,https://www.zillow.com/homedetails/5711-Skylark-Pl-La-Jolla-CA-92037/16855562_zpid/
House for sale,3,2,"1,958","$2,449,000 ",5331 Calumet Ave,LA JOLLA,CA,32808802,-117267773,1/19/2019,16907532,https://www.zillow.com/homedetails/5331-Calumet-Ave-La-Jolla-CA-92037/16907532_zpid/
House for sale,5,4,"3,550","$2,465,000 ",2265 Calle Tiara,LA JOLLA,CA,32824164,-117245612,1/19/2019,16857787,https://www.zillow.com/homedetails/2265-Calle-Tiara-La-Jolla-CA-92037/16857787_zpid/
Condo for sale,2,3,"2,665","$2,475,000 ",464 Prospect St UNIT 608,La Jolla,CA,32842635,-117279139,1/19/2019,2088448945,https://www.zillow.com/homedetails/464-Prospect-St-UNIT-608-La-Jolla-CA-92037/2088448945_zpid/
House for sale,4,4,"3,204","$2,495,000 ",5951 La Jolla Mesa Dr,LA JOLLA,CA,32822583,-117257229,1/19/2019,16856545,https://www.zillow.com/homedetails/5951-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856545_zpid/
Condo for sale,2,3,"1,701","$2,495,000 ",1020 Prospect St UNIT 203,La Jolla,CA,32847979,-117274739,1/19/2019,2093122983,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/2093122983_zpid/
Condo for sale,2,2.5,"1,701","$2,495,000 ",1020 Prospect St UNIT 203,La Jolla,CA,32847979,-117274739,1/19/2019,250194187,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/250194187_zpid/
House for sale,4,4,"3,401","$2,500,000 ",1031 La Jolla Rancho Rd,LA JOLLA,CA,32819522,-117262071,1/19/2019,16855379,https://www.zillow.com/homedetails/1031-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855379_zpid/
House for sale,3,3,"3,868","$2,500,000 ",835 La Jolla Corona Ct,LA JOLLA,CA,32817510,-117264888,1/19/2019,16856385,https://www.zillow.com/homedetails/835-La-Jolla-Corona-Ct-La-Jolla-CA-92037/16856385_zpid/
New construction,4,5,"4,010","$2,548,000 ",2380 Almeria Ct,La Jolla,CA,32820506,-117231424,1/19/2019,2088190718,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/2088190718_zpid/
House for sale,4,5,"4,010","$2,548,000 ",2380 Almeria Ct,La Jolla,CA,32820506,-117231424,1/19/2019,250195850,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/250195850_zpid/
House for sale,4,3,"2,578","$2,550,000 ",6170 Inspiration Way,LA JOLLA,CA,32824295,-117265542,1/19/2019,16854860,https://www.zillow.com/homedetails/6170-Inspiration-Way-La-Jolla-CA-92037/16854860_zpid/
Auction,3,3.5,"3,437",$2.58M,7242 Romero Dr,LA JOLLA,CA,32840196,-117259516,1/19/2019,16851549,https://www.zillow.com/homedetails/7242-Romero-Dr-La-Jolla-CA-92037/16851549_zpid/
House for sale,4,3,"2,760","$2,595,000 ",2531 Via Viesta,LA JOLLA,CA,32844492,-117250775,1/19/2019,16851439,https://www.zillow.com/homedetails/2531-Via-Viesta-La-Jolla-CA-92037/16851439_zpid/
Coming soon,3,2,"1,800","$3,997,000 ",939 Coast Blvd UNIT 101,LA JOLLA,CA,32848193,-117275946,1/19/2019,49942082,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-101-La-Jolla-CA-92037/49942082_zpid/
Coming soon,5,3,"2,843","$4,195,000 ",8588 Prestwick Dr,LA JOLLA,CA,32862901,-117245226,1/19/2019,16839821,https://www.zillow.com/homedetails/8588-Prestwick-Dr-La-Jolla-CA-92037/16839821_zpid/
House for sale,4,5,"3,585","$4,200,000 ",8352 La Jolla Shores Dr,LA JOLLA,CA,32858353,-117253892,1/19/2019,35971902,https://www.zillow.com/homedetails/8352-La-Jolla-Shores-Dr-La-Jolla-CA-92037/35971902_zpid/
House for sale,3,6,"4,812","$4,295,000 ",6105 La Jolla Scenic Dr S,LA JOLLA,CA,32827089,-117253180,1/19/2019,16856465,https://www.zillow.com/homedetails/6105-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16856465_zpid/
Apartment for sale,Studio,--,"3,900","$4,350,000 ",7210 La Jolla Blvd,La Jolla,CA,32835347,-117278025,1/19/2019,2141981427,https://www.zillow.com/homedetails/7210-La-Jolla-Blvd-La-Jolla-CA-92037/2141981427_zpid/
House for sale,5,6,"4,921","$4,395,000 ",1630 Crespo Dr,LA JOLLA,CA,32845001,-117264044,1/19/2019,16848451,https://www.zillow.com/homedetails/1630-Crespo-Dr-La-Jolla-CA-92037/16848451_zpid/
House for sale,5,6,"5,834","$4,395,000 ",7124 Country Club Dr,LA JOLLA,CA,32838110,-117261215,1/19/2019,16851573,https://www.zillow.com/homedetails/7124-Country-Club-Dr-La-Jolla-CA-92037/16851573_zpid/
House for sale,5,5,"6,583","$4,400,000 ",1532 El Camino Del Teatro,LA JOLLA,CA,32830195,-117260954,1/19/2019,16851726,https://www.zillow.com/homedetails/1532-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851726_zpid/
House for sale,4,3,"3,200","$4,450,000 ",7146 La Jolla Scenic Dr S,LA JOLLA,CA,32844488,-117244931,1/19/2019,16852425,https://www.zillow.com/homedetails/7146-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16852425_zpid/
House for sale,4,5,"4,588","$4,450,000 ",1233 Silverado St,LA JOLLA,CA,32846623,-117270660,1/19/2019,16848155,https://www.zillow.com/homedetails/1233-Silverado-St-La-Jolla-CA-92037/16848155_zpid/
Condo for sale,2,3.5,"2,370","$4,495,000 ",1020 Prospect St UNIT 102,La Jolla,CA,32847979,-117274739,1/19/2019,250196456,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/250196456_zpid/
Condo for sale,2,4,"2,370","$4,495,000 ",1020 Prospect St UNIT 102,La Jolla,CA,32847979,-117274739,1/19/2019,2091314595,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/2091314595_zpid/
Coming soon,4,5,"4,651","$4,500,000 ",5780 Rutgers Rd,LA JOLLA,CA,32820130,-117255139,1/19/2019,16856626,https://www.zillow.com/homedetails/5780-Rutgers-Rd-La-Jolla-CA-92037/16856626_zpid/
Condo for sale,2,2,"2,444","$4,500,000 ",939 Coast Blvd UNIT 8A,LA JOLLA,CA,32847897,-117276197,1/19/2019,16847706,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-8A-La-Jolla-CA-92037/16847706_zpid/
Condo for sale,3,4,"4,478","$4,695,000 ",464 Prospect St # 103,La Jolla,CA,32842635,-117279139,1/19/2019,55104847,https://www.zillow.com/homedetails/464-Prospect-St-103-La-Jolla-CA-92037/55104847_zpid/
House for sale,7,10,"6,900","$4,695,000 ",7740 Eads Ave # 46,La Jolla,CA,32843760,-117276537,1/19/2019,2089118296,https://www.zillow.com/homedetails/7740-Eads-Ave-46-La-Jolla-CA-92037/2089118296_zpid/
House for sale,7,10,"6,900","$4,695,000 ",7740 Eads Ave,La Jolla,CA,32843730,-117276502,1/19/2019,2144458336,https://www.zillow.com/homedetails/7740-Eads-Ave-La-Jolla-CA-92037/2144458336_zpid/
House for sale,7,5,"7,654","$4,750,000 ",5751 Chelsea Ave,LA JOLLA,CA,32816484,-117271980,1/19/2019,16855430,https://www.zillow.com/homedetails/5751-Chelsea-Ave-La-Jolla-CA-92037/16855430_zpid/
House for sale,5,6,"4,215","$4,750,000 ",7712 Hillside Dr,LA JOLLA,CA,32847352,-117259978,1/19/2019,16848287,https://www.zillow.com/homedetails/7712-Hillside-Dr-La-Jolla-CA-92037/16848287_zpid/
House for sale,3,3,"3,056","$4,750,000 ",8258 Prestwick Dr,LA JOLLA,CA,32856446,-117247597,1/19/2019,16838860,https://www.zillow.com/homedetails/8258-Prestwick-Dr-La-Jolla-CA-92037/16838860_zpid/
House for sale,4,4,"4,985","$4,850,000 ",2480 Hidden Valley Rd,LA JOLLA,CA,32848692,-117251526,1/19/2019,16851314,https://www.zillow.com/homedetails/2480-Hidden-Valley-Rd-La-Jolla-CA-92037/16851314_zpid/
House for sale,3,4,"2,596","$4,888,000 ",6611 Neptune Pl,LA JOLLA,CA,32827292,-117279502,1/19/2019,16850329,https://www.zillow.com/homedetails/6611-Neptune-Pl-La-Jolla-CA-92037/16850329_zpid/
House for sale,7,6,"5,966","$4,895,000 ",6230 Calle Majorca,LA JOLLA,CA,32827585,-117260282,1/19/2019,16851760,https://www.zillow.com/homedetails/6230-Calle-Majorca-La-Jolla-CA-92037/16851760_zpid/
House for sale,4,4,"3,732","$4,900,000 ",8217 El Paseo Grande,LA JOLLA,CA,32855621,-117255265,1/19/2019,16838794,https://www.zillow.com/homedetails/8217-El-Paseo-Grande-La-Jolla-CA-92037/16838794_zpid/
Lot / Land for sale,,,1.68,"$5,000,000 ",Country Club Dr # 10,La Jolla,CA,32844400,-117253700,1/19/2019,2086715749,https://www.zillow.com/homedetails/Country-Club-Dr-10-La-Jolla-CA-92037/2086715749_zpid/
Lot / Land for sale,,,1.68,"$5,000,000 ",Country Club Dr LOT 10,La Jolla,CA,32844400,-117253700,1/19/2019,2086716940,https://www.zillow.com/homedetails/Country-Club-Dr-LOT-10-La-Jolla-CA-92037/2086716940_zpid/
House for sale,7,8,"6,238","$5,200,000 ",2151 Calle Guaymas,LA JOLLA,CA,32825623,-117248079,1/19/2019,16857739,https://www.zillow.com/homedetails/2151-Calle-Guaymas-La-Jolla-CA-92037/16857739_zpid/
House for sale,3,5,"4,232","$5,300,000 ",225 Fern Gln,LA JOLLA,CA,32833238,-117280869,1/19/2019,72108698,https://www.zillow.com/homedetails/225-Fern-Gln-La-Jolla-CA-92037/72108698_zpid/
Condo for sale,3,4,"3,778","$5,300,000 ",939 Coast Blvd # 15B/C,La Jolla,CA,32847897,-117276197,1/19/2019,2091474207,https://www.zillow.com/homedetails/939-Coast-Blvd-15B-C-La-Jolla-CA-92037/2091474207_zpid/
House for sale,4,2,"1,983","$5,400,000 ",411 Sea Ridge Dr,LA JOLLA,CA,32808225,-117265757,1/19/2019,16907601,https://www.zillow.com/homedetails/411-Sea-Ridge-Dr-La-Jolla-CA-92037/16907601_zpid/
House for sale,5,7,"6,246","$5,500,000 ",7411 Hillside Dr,LA JOLLA,CA,32844323,-117255122,1/19/2019,16851379,https://www.zillow.com/homedetails/7411-Hillside-Dr-La-Jolla-CA-92037/16851379_zpid/
Condo for sale,2,3,"3,064","$5,550,000 ",1020 Prospect St UNIT 202,La Jolla,CA,32847979,-117274739,1/19/2019,2093309310,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/2093309310_zpid/
Condo for sale,2,2.5,"3,064","$5,550,000 ",1020 Prospect St UNIT 202,La Jolla,CA,32847979,-117274739,1/19/2019,250194512,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/250194512_zpid/
Condo for sale,2,3,"2,137","$5,695,000 ",1020 Prospect St PH 5,La Jolla,CA,32847979,-117274739,1/19/2019,2088944135,https://www.zillow.com/homedetails/1020-Prospect-St-PH-5-La-Jolla-CA-92037/2088944135_zpid/
House for sale,6,5,"5,949","$5,850,000 ",925 Havenhurst Dr,LA JOLLA,CA,32823521,-117269139,1/19/2019,16854814,https://www.zillow.com/homedetails/925-Havenhurst-Dr-La-Jolla-CA-92037/16854814_zpid/
Coming soon,7,5,"8,962","$5,950,000 ",9789 Black Gold Rd,LA JOLLA,CA,32884732,-117245628,1/19/2019,16834413,https://www.zillow.com/homedetails/9789-Black-Gold-Rd-La-Jolla-CA-92037/16834413_zpid/
House for sale,6,7,"6,187","$5,975,000 ",6604 Muirlands Dr,LA JOLLA,CA,32832409,-117261492,1/19/2019,112905020,https://www.zillow.com/homedetails/6604-Muirlands-Dr-La-Jolla-CA-92037/112905020_zpid/
House for sale,5,5.5,"5,150","$5,995,000 ",7235 Carrizo Dr,LA JOLLA,CA,32839793,-117259748,1/19/2019,99552956,https://www.zillow.com/homedetails/7235-Carrizo-Dr-La-Jolla-CA-92037/99552956_zpid/
House for sale,4,5,"4,800","$5,999,995 ",1678 Marisma Way,LA JOLLA,CA,32833323,-117258291,1/19/2019,52514265,https://www.zillow.com/homedetails/1678-Marisma-Way-La-Jolla-CA-92037/52514265_zpid/
House for sale,6,8,"5,101","$6,000,000 ",7940 Costebelle Way,LA JOLLA,CA,32852232,-117244607,1/19/2019,87616911,https://www.zillow.com/homedetails/7940-Costebelle-Way-La-Jolla-CA-92037/87616911_zpid/
Condo for sale,3,3,"2,427","$6,395,000 ",1020 Prospect St STE 350,La Jolla,CA,32847985,-117274751,1/19/2019,2095373606,https://www.zillow.com/homedetails/1020-Prospect-St-STE-350-La-Jolla-CA-92037/2095373606_zpid/
House for sale,4,5,"4,647","$6,475,000 ",8316 Prestwick Dr,LA JOLLA,CA,32857450,-117247838,1/19/2019,16838670,https://www.zillow.com/homedetails/8316-Prestwick-Dr-La-Jolla-CA-92037/16838670_zpid/
House for sale,5,7,"6,256","$6,495,000 ",6125 Terryhill Dr,LA JOLLA,CA,32823310,-117266423,1/19/2019,16855007,https://www.zillow.com/homedetails/6125-Terryhill-Dr-La-Jolla-CA-92037/16855007_zpid/
House for sale,6,8,"5,825","$6,495,000 ",1977 Paseo Dorado,LA JOLLA,CA,32851736,-117259056,1/19/2019,16839162,https://www.zillow.com/homedetails/1977-Paseo-Dorado-La-Jolla-CA-92037/16839162_zpid/
House for sale,6,7,"6,979","$6,900,000 ",1090 Solymar Dr,LA JOLLA,CA,32825834,-117266395,1/19/2019,16851177,https://www.zillow.com/homedetails/1090-Solymar-Dr-La-Jolla-CA-92037/16851177_zpid/
Condo for sale,3,4,"3,724","$6,995,000 ",353 Coast Blvd,LA JOLLA,CA,32841952,-117280859,1/19/2019,111435037,https://www.zillow.com/homedetails/353-Coast-Blvd-La-Jolla-CA-92037/111435037_zpid/
House for sale,5,6,"5,213","$6,999,000 ",1257 Silverado St,LA JOLLA,CA,32846882,-117270275,1/19/2019,16848158,https://www.zillow.com/homedetails/1257-Silverado-St-La-Jolla-CA-92037/16848158_zpid/
House for sale,4,7,"8,849","$7,588,000 ",7750 Lookout Dr,LA JOLLA,CA,32848495,-117259332,1/19/2019,61677715,https://www.zillow.com/homedetails/7750-Lookout-Dr-La-Jolla-CA-92037/61677715_zpid/
Condo for sale,2,4,"2,647","$7,595,000 ",1020 Prospect St STE 1,La Jolla,CA,32847985,-117274751,1/19/2019,2089114185,https://www.zillow.com/homedetails/1020-Prospect-St-STE-1-La-Jolla-CA-92037/2089114185_zpid/
House for sale,4,8,"7,611","$7,900,000 ",7930 Costebelle Way,LA JOLLA,CA,32851968,-117244835,1/19/2019,87616910,https://www.zillow.com/homedetails/7930-Costebelle-Way-La-Jolla-CA-92037/87616910_zpid/
House for sale,4,4,"2,565","$2,645,000 ",5621 Beaumont Ave,LA JOLLA,CA,32814783,-117267598,1/19/2019,16855694,https://www.zillow.com/homedetails/5621-Beaumont-Ave-La-Jolla-CA-92037/16855694_zpid/
House for sale,3,2,"1,650","$2,650,000 ",8425 Paseo Del Ocaso,LA JOLLA,CA,32859609,-117254169,1/19/2019,16838445,https://www.zillow.com/homedetails/8425-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838445_zpid/
House for sale,3,4,"2,115","$2,695,000 ",5606 Dolphin Pl,LA JOLLA,CA,32814042,-117271106,1/19/2019,16855626,https://www.zillow.com/homedetails/5606-Dolphin-Pl-La-Jolla-CA-92037/16855626_zpid/
House for sale,5,4,"4,145","$2,695,000 ",1032 Skylark Dr,LA JOLLA,CA,32817557,-117261079,1/19/2019,16855837,https://www.zillow.com/homedetails/1032-Skylark-Dr-La-Jolla-CA-92037/16855837_zpid/
House for sale,3,3,"2,344","$2,698,000 ",5648 Linda Rosa Ave,LA JOLLA,CA,32815848,-117264625,1/19/2019,16855774,https://www.zillow.com/homedetails/5648-Linda-Rosa-Ave-La-Jolla-CA-92037/16855774_zpid/
House for sale,4,5,"3,096","$2,698,000 ",374 Bonair St,LA JOLLA,CA,32830815,-117278134,1/19/2019,63519658,https://www.zillow.com/homedetails/374-Bonair-St-La-Jolla-CA-92037/63519658_zpid/
House for sale,3,3,"2,515","$2,750,000 ",1299 Virginia Way,LA JOLLA,CA,32843859,-117268839,1/19/2019,16848753,https://www.zillow.com/homedetails/1299-Virginia-Way-La-Jolla-CA-92037/16848753_zpid/
Lot / Land for sale,,,--,"$2,795,000 ",6389 Castejon Dr # 86,La Jolla,CA,32832544,-117249273,1/19/2019,2086933197,https://www.zillow.com/homedetails/6389-Castejon-Dr-86-La-Jolla-CA-92037/2086933197_zpid/
House for sale,6,6,"6,608","$2,795,000 ",6389 Castejon Dr,LA JOLLA,CA,32832544,-117249273,1/19/2019,16851849,https://www.zillow.com/homedetails/6389-Castejon-Dr-La-Jolla-CA-92037/16851849_zpid/
Lot / Land for sale,,,"10,890","$2,795,000 ",6389 Castejon Dr LOT 86,La Jolla,CA,32832544,-117249273,1/19/2019,2086933775,https://www.zillow.com/homedetails/6389-Castejon-Dr-LOT-86-La-Jolla-CA-92037/2086933775_zpid/
Condo for sale,2,3,"1,779","$2,795,000 ",1020 Prospect St,La Jolla,CA,32847979,-117274739,1/19/2019,2088964437,https://www.zillow.com/homedetails/1020-Prospect-St-La-Jolla-CA-92037/2088964437_zpid/
House for sale,5,7,"4,198","$2,795,000 ",7721 Hillside Dr,LA JOLLA,CA,32847630,-117259420,1/19/2019,16851231,https://www.zillow.com/homedetails/7721-Hillside-Dr-La-Jolla-CA-92037/16851231_zpid/
House for sale,4,6,"2,686","$2,799,000 ",5543 Waverly Ave,La Jolla,CA,32813829,-117265428,1/19/2019,2087868281,https://www.zillow.com/homedetails/5543-Waverly-Ave-La-Jolla-CA-92037/2087868281_zpid/
House for sale,4,3,"3,501","$2,825,000 ",2915 Woodford Dr,LA JOLLA,CA,32849165,-117240783,1/19/2019,16840088,https://www.zillow.com/homedetails/2915-Woodford-Dr-La-Jolla-CA-92037/16840088_zpid/
House for sale,5,3,"6,059","$2,839,000 ",8051 La Jolla Scenic Dr N,LA JOLLA,CA,32852217,-117238625,1/19/2019,16840056,https://www.zillow.com/homedetails/8051-La-Jolla-Scenic-Dr-N-La-Jolla-CA-92037/16840056_zpid/
Coming soon,3,5,"3,303","$2,850,000 ",7363 Eads Ave,LA JOLLA,CA,32838205,-117273982,1/19/2019,16849245,https://www.zillow.com/homedetails/7363-Eads-Ave-La-Jolla-CA-92037/16849245_zpid/
House for sale,5,6,"3,777","$2,890,000 ",1526 Bluebird Ln,LA JOLLA,CA,32847394,-117266618,1/19/2019,16848082,https://www.zillow.com/homedetails/1526-Bluebird-Ln-La-Jolla-CA-92037/16848082_zpid/
House for sale,5,4,"3,446","$2,900,000 ",1191 Avenida Amantea,LA JOLLA,CA,32819259,-117259910,1/19/2019,16855587,https://www.zillow.com/homedetails/1191-Avenida-Amantea-La-Jolla-CA-92037/16855587_zpid/
House for sale,4,5,"4,182","$2,950,000 ",1951 Bahia Way,LA JOLLA,CA,32818630,-117239839,1/19/2019,16857165,https://www.zillow.com/homedetails/1951-Bahia-Way-La-Jolla-CA-92037/16857165_zpid/
House for sale,4,4,"4,337","$2,950,000 ",7770 Starlight Dr,LA JOLLA,CA,32850139,-117243149,1/19/2019,16839761,https://www.zillow.com/homedetails/7770-Starlight-Dr-La-Jolla-CA-92037/16839761_zpid/
House for sale,5,4,"2,747","$2,950,000 ",8445 Avenida De Las Ondas,LA JOLLA,CA,32860968,-117251122,1/19/2019,16838560,https://www.zillow.com/homedetails/8445-Avenida-De-Las-Ondas-La-Jolla-CA-92037/16838560_zpid/
Lot / Land for sale,,,0.46,"$2,995,000 ",1136 Muirlands Dr,LA JOLLA,CA,32826963,-117265979,1/19/2019,99466775,https://www.zillow.com/homedetails/1136-Muirlands-Dr-La-Jolla-CA-92037/99466775_zpid/
Lot / Land for sale,,,0.46,"$2,995,000 ",1136 Muirlands Dr LOT 19,La Jolla,CA,32826963,-117265979,1/19/2019,2088576004,https://www.zillow.com/homedetails/1136-Muirlands-Dr-LOT-19-La-Jolla-CA-92037/2088576004_zpid/
House for sale,7,10,"12,940","$2,995,000 ",1247 Inspiration Dr,LA JOLLA,CA,32824682,-117264613,1/19/2019,16854876,https://www.zillow.com/homedetails/1247-Inspiration-Dr-La-Jolla-CA-92037/16854876_zpid/
Lot / Land for sale,,,0.46,"$2,995,000 ",1136 Muirlands Dr # 19,La Jolla,CA,32826963,-117265979,1/19/2019,2088570249,https://www.zillow.com/homedetails/1136-Muirlands-Dr-19-La-Jolla-CA-92037/2088570249_zpid/
House for sale,5,7,"4,419","$2,995,000 ",7096 Caminito Valverde,LA JOLLA,CA,32837235,-117255628,1/19/2019,16852131,https://www.zillow.com/homedetails/7096-Caminito-Valverde-La-Jolla-CA-92037/16852131_zpid/
Coming soon,4,4,"2,556","$2,995,000 ",7370 Rue Michael,LA JOLLA,CA,32843404,-117251622,1/19/2019,16851631,https://www.zillow.com/homedetails/7370-Rue-Michael-La-Jolla-CA-92037/16851631_zpid/
House for sale,4,5,"3,719","$2,995,000 ",1246 Virginia Way,LA JOLLA,CA,32843764,-117269892,1/19/2019,16848384,https://www.zillow.com/homedetails/1246-Virginia-Way-La-Jolla-CA-92037/16848384_zpid/
House for sale,4,4,"3,588","$2,998,000 ",1034 Havenhurst Dr,LA JOLLA,CA,32824382,-117267173,1/19/2019,16854844,https://www.zillow.com/homedetails/1034-Havenhurst-Dr-La-Jolla-CA-92037/16854844_zpid/
House for sale,4,4,"2,750","$3,095,000 ",8384 La Jolla Shores Dr,LA JOLLA,CA,32858908,-117253858,1/19/2019,16838623,https://www.zillow.com/homedetails/8384-La-Jolla-Shores-Dr-La-Jolla-CA-92037/16838623_zpid/
House for sale,4,4,"3,127","$3,149,000 ",9455 Poole St,LA JOLLA,CA,32871688,-117244242,1/19/2019,16834949,https://www.zillow.com/homedetails/9455-Poole-St-La-Jolla-CA-92037/16834949_zpid/
Lot / Land for sale,,,1.37,"$3,195,000 ",6083 La Jolla Scenic Dr S LOT S,La Jolla,CA,32825218,-117252710,1/19/2019,2086806973,https://www.zillow.com/homedetails/6083-La-Jolla-Scenic-Dr-S-LOT-S-La-Jolla-CA-92037/2086806973_zpid/
Lot / Land for sale,,,1.37,"$3,195,000 ",6083 La Jolla Scenic Dr S,LA JOLLA,CA,32825218,-117252710,1/19/2019,16856478,https://www.zillow.com/homedetails/6083-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16856478_zpid/
